id	word	other-1	other-2	other-3	pos	morphology	number	code	definitions
23325	incorruptibil	incorruptibil			ADJ	3 2 POS		E E X E S	incorruptible, imperishable;
23326	incorruptibilitas	incorruptibilitat			N	3 1 F T		E E X E S	incorruptibility, imperishability;
23327	incorruptibiliter				ADV	POS		E E X F S	incorruptibly, imperishably;
23328	incorruptio	incorruption			N	3 1 F T		E E X E S	incorruptibility, imperishability;
23329	incorruptiv	incorruptiv			ADJ	1 1 POS		E E X F S	incorruptible, imperishable;
23330	incorruptori	incorruptori			ADJ	1 1 POS		E E X F S	incorruptible, imperishable;
23331	incrass	incrass	incrassav	incrassat	V	1 1 TRANS		D X X E F	fatten; make thick/stout;
23332	incrassat	incrassat			ADJ	1 1 POS		D X X F S	fattened;
23333	increbresc	increbresc	increbru	zzz	V	3 1 X		X X X D X	become stronger or more intense; spread;
23334	incredibil	incredibil			ADJ	3 2 POS		X X X B X	incredible; extraordinary;
23335	incredul	incredul			ADJ	1 1 POS		X X X D X	unbelieving, disbelieving, incredulous; disobedient;
23336	incredulitas	incredulitat			N	3 1 F T		X X X F O	disbelief, incredulity; unbelief (Christian sense) (Souter);
23337	increment	increment			N	2 2 N T		X X X D X	growth, development, increase; germ (of idea); offshoot; advancement (rank);
23338	incrementabiliter				ADV	POS		F X X E N	increasingly;
23339	increp	increp	increpav	increpat	V	1 1 TRANS		X X X E S	rebuke, chide, reprove; protest at/indignantly, complain loudly/scornfully;
23340	increp	increp	increpav	increpat	V	1 1 INTRANS		X X X E S	rattle, snap, clash, roar, twang, make noise; (alarm/danger); strike noisily;
23341	increp	increp	increpu	increpit	V	1 1 TRANS		X X X B O	rebuke, chide, reprove; protest at/indignantly, complain loudly/scornfully;
23342	increp	increp	increpu	increpit	V	1 1 INTRANS		X X X B O	rattle, snap, clash, roar, twang, make noise; (alarm/danger); strike noisily;
23343	increpatio	increpation			N	3 1 F T		D X X C F	rebuke; chiding; reproof;
23344	increpit	increpit	increpitav	increpitat	V	1 1 X		X X X D X	chide, utter (noisy) reproaches at;
23345	incresc	incresc	increv	zzz	V	3 1 X		X X X D X	grow (in or upon); grow, swell, increase, be augmented; be swollen;
23346	incruent	incruent			ADJ	1 1 POS		X W X C O	not stained with blood; bloodless, without shedding of blood; w/no casualties;
23347	incruentat	incruentat			ADJ	1 1 POS		X W X F O	not stained with blood; bloodless, without shedding of blood; w/no casualties;
23348	incrust	incrust	incrustav	incrustat	V	1 1 TRANS		X X X C O	cover (with a layer), coat, line, daub; give an ornamental layer to, encrust;
23349	incub	incub	incubav	incubat	V	1 1 INTRANS		X X X F S	brood; (rare alt. perf/vpar for incubo);
23350	incub	incub	incubu	incubit	V	1 1 X		X X X B X	lie in or on (w/DAT); sit upon; brood over; keep a jealous watch (over);
23351	incubatio	incubation			N	3 1 F T		X X X E S	brooding; incubation; lying on eggs; L:unlawful possession;
23352	incubit	incubit	incubitav	incubitat	V	1 1 X		X X X C S	lie upon; brood;
23353	incud	incud	incud	incus	V	3 1 X		X X X D X	hammer out;
23354	inculc	inculc	inculcav	inculcat	V	1 1 X		X X X D X	force upon, impress, drive home;
23355	inculpat	inculpat			ADJ	1 1 POS		X X X E C	unblamed, blameless;
23356	incult	incult			N	4 1 M T		X X X D X	want of cultivation or refinement, uncouthness, disregard;
23357	incult	incult	inculti	incultissi	ADJ	1 1 X		X X X D X	uncultivated (land), overgrown; unkempt; rough, uncouth; uncourted;
23358	inculte	incultius	incultissime		ADV	X		X X X D X	roughly, uncouthly, coarsely; without refinement/manners/style;
23359	incumb	incumb	incumbu	incumbit	V	3 1 X		X X X B X	lean forward/over/on, press on; attack, apply force; fall on (one's sword);
23360	incumber	incumber	incumberav	incumberat	V	1 1 X		F L X F J	encumber;
23361	incumberament	incumberament			N	2 2 N T		F L X F J	encumberment; misfortune, annoyance, mishap, trouble; Satanic temptation;
23362	incumbr	incumbr	incumbrav	incumbrat	V	1 1 X		F X X F M	obstruct; block;
23363	incumbrament	incumbrament			N	2 2 N T		F L X F J	incumberment; misfortune, annoyance, mishap, trouble; Satanic temptation;
23364	incunabul	incunabul			N	2 2 N T		X X X D X	apparatus of the cradle (pl.); one's earliest years; birthplace;
23365	incunabul	incunabul			N	2 2 N T		G X X E K	|early (<1500) printed books (pl.); (Cal);
23366	incunctabil	incunctabil			ADJ	3 2 POS		D X X F S	that admits of no delay;
23367	incunctabiliter				ADV	POS		D X X F S	without delay/hesitation; unhesitatingly; unwaveringly;
23368	incunctanter				ADV	POS		X X X E O	without hesitation;
23369	incunctat	incunctat			ADJ	1 1 POS		X X X F O	not delaying/hesitating;
23370	incurat	incurat			ADJ	1 1 POS		X X X E C	uncared for, unhealed;
23371	incuri	incuri			N	1 1 F T		X X X D X	carelessness, neglect;
23372	incurios	incurios			ADJ	1 1 POS		X X X D X	careless/negligent; indifferent; paying no attention, off guard, unsuspecting;
23373	incuriose	incuriosius	incuriousissime		ADV	X		X X X D X	carelessly, negligently, indifferently;
23374	incurr	incurr	incucurr	incurs	V	3 1 X		X X X B X	run into or towards, attack, invade; meet (with); befall;
23375	incurr	incurr	incurr	incurs	V	3 1 X		X X X B X	run into or towards, attack, invade; meet (with); befall;
23376	incurs	incurs			N	4 1 M T		X X X D X	assault, attack; raid;
23377	incurs	incurs	incursav	incursat	V	1 1 X		X X X D X	strike/run/dash against, attack; make raids upon;
23378	incursio	incursion			N	3 1 F T		X X X D X	onrush, attack, raid; incursion;
23379	incursit	incursit	incursitav	incursitat	V	1 1 TRANS		X X X E S	rush upon; attack;
23380	incurv	incurv			ADJ	1 1 POS		X X X D X	crooked, curved;
23381	incurv	incurv	incurvav	incurvat	V	1 1 X		X X X D X	make crooked or bent; cause to bend down;
23382	incurvesc	incurvesc	zzz	zzz	V	3 1 INTRANS		X X X E S	bend down;
23383	incurvicervic	incurvicervic			ADJ	1 1 POS		X X X F S	with crooked neck;
23384	incus	incud			N	3 1 F T		X X X C O	anvil; (also medical for the inner ear bone);
23385	incus	incus	incusav	incusat	V	1 1 X		X X X D X	accuse, blame, criticize, condemn;
23386	incustodit	incustodit			ADJ	1 1 POS		X X X D X	not watched over; unsupervised;
23387	incuti	incut	incuss	incuss	V	3 1 X		X X X D X	strike on or against; instill;
23388	Ind	Ind			N	2 1 M G		X X I C O	Indian, inhabitant of India; (applied to mahout/elephant driver);
23389	Ind	Ind			N	2 1 M L		X X I D O	Indus (river);
23390	Ind	Ind			ADJ	1 1 POS		X X X B X	Indian, from/of/belonging to India; of Indian ivory; [dens ~ => Indian ivory];
23391	ind	ind	inded	indit	V	3 1 X		X X X D X	put in or on; introduce;
23392	indag	indag	indagav	indagat	V	1 1 TRANS		X X X C O	track down, hunt out; search out, try to find/procure by seeking; investigate;
23393	indagat	indagat			N	4 1 M T		X X X F O	act of hunting/tracking down/searching out; investigation;
23394	indagatio	indagation			N	3 1 F T		X X X D O	act of tracking down/searching out; investigation;
23395	indagator	indagator			N	3 1 M P		X X X E O	tracker, searcher, one who tracks down; investigator, explorer (Cas);
23396	indagatrix	indagatric			N	3 1 F P		X X X E O	tracker, searcher (female); investigator, explorer;
23397	indago	indagin			N	3 1 F T		X X X D X	ring of huntsmen/nets/troops/forts; encircling with snares; tracking down;
23398	indamnat	indamnat			ADJ	1 1 POS		X X X E S	uncondemned; (= indemnatus);
23399	indaudi	indaud	indaudiv	indaudit	V	3 4 X		B X X E S	hear of; learn; (archaic form of inaudio);
23400	inde				ADV	POS		X X X A X	thence, thenceforth; from that place/time/cause; thereupon;
23401	indebit	indebit			ADJ	1 1 POS		X X X D X	that is not owed, not due;
23402	indecens	indecent			ADJ	3 1 POS		X X X E C	unbecoming, unseemly, unsightly;
23403	indecenter				ADV	POS		X X X E C	unbecomingly;
23404	indeclinat	indeclinat			ADJ	1 1 POS		X X X E C	unchanged, firm;
23405	indecor	indecor			ADJ	1 1 POS		X X X E S	unbecoming; disgraceful;
23406	indecor	indecor			ADJ	3 1 POS		X X X C O	inglorious, shameful; unbecoming, unseemly; ugly;
23407	indecor	indecor			ADJ	3 2 POS		X X X C O	inglorious, shameful; unbecoming, unseemly; ugly;
23408	indecor	indecor	indecorav	indecorat	V	1 1 X		X X X D X	disgrace;
23409	indefect	indefect			ADJ	1 1 POS		X X X E O	inexhaustible; undiminished; unfailing; unexhausted, unweakened (Ecc);
23410	indefectibiliter				ADV	POS		X X X E E	inexhaustibly; unfailingly;
23411	indefens	indefens			ADJ	1 1 POS		X X X D X	undefended; defenseless;
23412	indefess	indefess			ADJ	1 1 POS		X X X D X	unwearied; indefatigable;
23413	indeficiens	indeficient			ADJ	3 1 POS		E X X D X	unfailing;
23414	indeflet	indeflet			ADJ	1 1 POS		X X X E C	unwept;
23415	indeflex	indeflex			ADJ	1 1 POS		D X X E S	unchanged; unbent;
23416	indeject	indeject			ADJ	1 1 POS		X X X D X	not thrown down;
23417	indelebil	indelebil			ADJ	3 2 POS		X X X E C	imperishable;
23418	indelibat	indelibat			ADJ	1 1 POS		X X X E C	uninjured, undiminished;
23419	indemn	indemn			ADJ	3 2 POS		X L X D O	uninjured; suffering no damage/loss; suffering no loss of wealth/property;
23420	indemnat	indemnat			ADJ	1 1 POS		X X X D X	uncondemned;
23421	indemnatas	indemnatat			N	3 1 F T		X L X D O	security from financial loss;
23422	indemutabil	indemutabil			ADJ	3 2 POS		E X X E S	unchangeable;
23423	indentitas	indentitat			N	3 1 F T		F X X E K	identity;
23424	independens	independent			ADJ	3 1 POS		G X X E K	independent;
23425	independenter				ADV	POS		G X X E K	independently;
23426	independenti	independenti			N	1 1 F T		G X X E K	independence;
23427	indeplorat	indeplorat			ADJ	1 1 POS		X X X E C	unwept, unlamented;
23428	indeprens	indeprens			ADJ	1 1 POS		X X X E C	undiscovered;
23429	indesert	indesert			ADJ	1 1 POS		X X X E C	not forsaken;
23430	indesinenter				ADV	POS		X X X F O	incessantly, ceaselessly;
23431	indestrict	indestrict			ADJ	1 1 POS		X X X E C	untouched, unhurt;
23432	indetons	indetons			ADJ	1 1 POS		X X X E C	unshorn;
23433	indevitat	indevitat			ADJ	1 1 POS		X X X E C	unavoided;
23434	indevotio	indevotion			N	3 1 F T		D E X E S	lack of religion; irreligion; hostility to/disregard of religion;
23435	index	indic			N	3 1 M T		G X X E K	hand/needle of a watch;
23436	index	indic			N	3 1 C T		X X X D X	sign, token, proof; informer, tale bearer;
23437	Indi	Indi			N	1 1 F L		X X I C O	India; (ill-defined region of Asia);
23438	Indic	Indic			ADJ	1 1 POS		X X X C Z	Indian;
23439	indic	indic	indicav	indicat	V	1 1 X		X X X A X	point out, show, indicate, expose, betray, reveal; inform against, accuse;
23440	indic	indic	indix	indict	V	3 1 X		X X X D X	declare publicly; proclaim, announce; appoint; summon;
23441	indicativ	indicativ			ADJ	1 1 POS		X X X D X	indicative;
23442	indicatori	indicatori			ADJ	1 1 POS		G X X E K	indicating;
23443	indici	indici			N	2 4 N T		X X X B X	evidence (before a court); information, proof; indication;
23444	indict	indict			ADJ	1 1 POS		X X X D X	not said/mentioned; (~ cause, without the case's being pleaded); unheard;
23445	indictio	indiction			N	3 1 F P		E W X F R	men forming a levy;
23446	indictio	indiction			N	3 1 F T		X L X D O	imposition (of duties); duty/tax imposed, impost; declaration of war;
23447	indictio	indiction			N	3 1 F T		X X X E S	|valuation/value/price; indicating/setting/rating value;
23448	indidem				ADV	POS		X X X D X	from the same place, source or origin;
23449	indies				ADV	POS		X X X D S	from day to day; (= in dies);
23450	indifferens	indifferent			ADJ	3 1 POS		X X X E C	indifferent; neither good nor bad; unconcerned;
23451	indifferenter				ADV	POS		X X X E C	indifferently;
23452	indig	indig			ADJ	1 1 POS		X X X D X	having need (to); lacking; needy;
23453	indig	indig	indigu	zzz	V	2 1 X		X X X D X	need, lack, require (w/GEN or ABL);
23454	indigen	indigen			N	1 1 M P		X X X D X	native;
23455	indigen	indigen			N	2 1 M P		X X X D X	native; son of the soil;
23456	indigen	indigen			ADJ	1 1 POS		X X X D X	native, indigenous; sprung from the land;
23457	indigens	indigent			ADJ	3 1 POS		X X X E O	indigent, needy; not self-sufficient; poor; destitute;
23458	indiges	indig			ADJ	3 1 POS		X X X D S	indigent, needy; in want of, needing; poor; destitute;
23459	Indiges	Indiget			N	3 3 M P		X Y X C S	hero elevated to god after death as patron deity of country; Aeneas;
23460	indigest	indigest			ADJ	1 1 POS		X X X D X	disordered, confused, chaotic; jumbled;
23461	Indigis	Indigit			N	3 1 M G		X X X D X	deified heroes (pl.), tutelary/protective deities (local not foreign gods);
23462	indign	indign	indigni	indignissi	ADJ	1 1 X		X X X B S	unworthy, undeserving, undeserved; unbecoming; shameful; intolerable; cruel;
23463	indign	indign	zzz	indignat	V	1 1 DEP		X X X B X	deem unworthy, scorn, regard with indignation, resent, be indignant;
23464	indignabund	indignabund			ADJ	1 1 POS		X X X D O	indignant, furious;
23465	indignanter				ADV	POS		D X X D S	indignantly;
23466	indignatio	indignation			N	3 1 F T		X X X D X	indignation; anger; angry outburst;
23467	indigne	indignius	indigissime		ADV	X		X X X C O	undeservedly; unjustly; unworthily; unbecomingly; shamefully; outrageously;
23468	indigne	indignius	indigissime		ADV	X		X X X C O	|dishonorably (L+S); indignantly; [~ fero => be indignant at; resent/take ill];
23469	indignitas	indignitat			N	3 1 F T		X X X D X	vileness, baseness, shamelessness; outrageousness; indignity, humiliation;
23470	indigniter	indiligentius	indiligentissime		ADV	X		X X X I O	undeservedly; unjustly; unworthily;
23471	indigu	indigu			ADJ	1 1 POS		D X X E S	needing; in want;
23472	indiligens	indiligent	indiligenti	indiligentissi	ADJ	3 1 X		X X X C O	careless, negligent; inattentive; neglected, not cared for;
23473	indiligenter	indiligentius	indiligentissime		ADV	X		X X X E O	carelessly, negligently; inattentively;
23474	indiligenti	indiligenti			N	1 1 F T		X X X D O	negligence, want of care; want of concern (for);
23475	indipisc	indipisc	zzz	indept	V	3 1 DEP		X X X D X	overtake; acquire;
23476	indirect	indirect			ADJ	1 1 POS		X X X F S	not direct; (L+S - false reading of inde recte);
23477	indirept	indirept			ADJ	1 1 POS		X X X E C	unpillaged;
23478	indisciplinat	indisciplinat			ADJ	1 1 POS		D X X F S	undisciplined, without discipline;
23479	indisciplinate				ADV	POS		D X X F S	disorderly, in an undisciplined manner;
23480	indisciplinatio	indisciplination			N	3 1 F T		D X X F S	want of discipline;
23481	indisciplinos	indisciplinos			ADJ	1 1 POS		D X X F S	undisciplined, without discipline;
23482	indiscret	indiscret			ADJ	1 1 POS		X X X C O	indistinguishable; used indiscriminately; alike/equal; not divided/separable;
23483	indiscrete				ADV	POS		E X X D B	indiscriminately, unwisely, indiscreetly; alike (L+S);
23484	indiscretim				ADV	POS		F X X F E	indiscriminately; without distinction; alike (L+S);
23485	indiscriminatim				ADV	POS		X X X F O	indiscriminately; without distinction; alike (L+S);
23486	indisert	indisert			ADJ	1 1 POS		X X X E C	not eloquent;
23487	indiserte				ADV	POS		X X X E C	not eloquently;
23488	indisposit	indisposit			ADJ	1 1 POS		X X X E C	disorderly, confused;
23489	indissimil	indissimil			ADJ	3 2 POS		X X X F S	not unlike;
23490	indissolubil	indissolubil			ADJ	3 2 POS		X X X E O	indestructible/imperishable; that cannot be dissolved/loosened/untied (knot);
23491	indissolubilitas	indissolubilitat			N	3 1 F T		X X X E E	indestructibility; indissolubility;
23492	indissolubiliter				ADV	POS		X X X F S	indestructibly; imperishably;
23493	indissolut	indissolut			ADJ	1 1 POS		X X X F O	indestructible/imperishable; that cannot be dissolved/loosened/untied (knot);
23494	indistinct	indistinct			ADJ	1 1 POS		X X X E C	not separated; indistinct, obscure; unpretentious;
23495	indistinguibil	indistinguibil			ADJ	3 2 POS		F X X E M	indistinguishable;
23496	individu	individu			N	2 2 N T		X S X E C	atom;
23497	individu	individu			ADJ	1 1 POS		X X X E C	indivisible, inseparable;
23498	individual	individual			ADJ	3 2 POS		G X X E K	individual;
23499	individualism	individualism			N	2 1 M T		G X X E K	individualism;
23500	individualist	individualist			N	1 1 M P		G X X E K	individualist;
23501	individualistic	individualistic			ADJ	1 1 POS		G X X E K	individualist;
23502	individualitas	individualitat			N	3 1 F T		F X X E M	individuality;
23503	indivis	indivis			ADJ	1 1 POS		X X X C O	undivided, not split/cloven; indivisible; held in common/jointly/in equal parts;
23504	indivisibil	indivisibil			ADJ	3 2 POS		E X X E P	indivisible, inseparable;
23505	indivisibilitas	indivisibilitat			N	3 1 F T		E X X F P	indivisibility;
23506	indivisibiliter				ADV	POS		E X X E P	in indivisible condition;
23507	indivisio	indivision			N	3 1 F T		E G X E P	indivisible item; that cannot be divided;
23508	indocil	indocil			ADJ	3 2 POS		X X X D X	unteachable, ignorant;
23509	indoct	indoct			ADJ	1 1 POS		X X X D X	untaught; unlearned, ignorant, untrained;
23510	indolenti	indolenti			N	1 1 F T		X X X E C	freedom from pain;
23511	indoles	indol			N	3 3 F T		X X X D X	innate character; inborn quality;
23512	indolesc	indolesc	indolu	zzz	V	3 1 X		X X X D X	feel pain of mind; grieve;
23513	indomabil	indomabil			ADJ	3 2 POS		B X X F S	untamable;
23514	indomit	indomit			ADJ	1 1 POS		X X X B X	untamed; untamable, fierce;
23515	indormi	indorm	indormiv	indormit	V	3 4 X		X X X D X	sleep (in or over);
23516	indotat	indotat			ADJ	1 1 POS		X X X D X	not provided with a dowry;
23517	indoti	indoti			N	1 1 F T		X X X E O	truce (pl.), armistice, cessation of hostilities; respite, period of grace;
23518	indu	indu	indu	indut	V	3 1 X		X X X A X	put on, clothe, cover; dress oneself in; [se induere => to impale oneself];
23519	indubi	indubi			ADJ	1 1 POS		X X X E C	not doubtful, certain;
23520	indubit	indubit	indubitav	indubitat	V	1 1 X		X X X D X	have misgivings (about);
23521	indubitabil	indubitabil			ADJ	3 2 POS		X X X E O	indisputable, indubitable, not admitting to doubt;
23522	indubitanter				ADV	POS		X X X F O	indubitably, indisputably, beyond all doubt;
23523	indubitat	indubitat	indubitati	indubitatissi	ADJ	1 1 X		X X X C O	unquestionable, certain, indisputable; undoubted; not hesitated over, confident;
23524	indubitate				ADV	POS		X X X E O	indisputably, beyond all doubt;
23525	induc	induc	indux	induct	V	3 1 X		X X X B X	lead in, bring in (performers); induce, influence; introduce;
23526	inductio	induction			N	3 1 F T		X X X D X	leading or bringing in; application;
23527	indulg	indulg	induls	indult	V	2 1 DAT		X X X A O	indulge; be indulgent/lenient/kind; grant/bestow; gratify oneself; give in to;
23528	indulgens	indulgent	indulgenti	indulgentissi	ADJ	3 1 X		X X X C O	indulgent; kind, mild; gracious; bestowing favor; partial/addicted to (doing);
23529	indulgenter	indulgentius	indulgentissime		ADV	X		X X X D O	indulgently; leniently; graciously; kindly; so as to show favor;
